id,name,latitude,longitude
2481,Bhadrakh,86.5156,21.05447,
2482,Bhadrapur,88.09436,26.54404,
2483,Bhadravati,75.70502,13.84846,
2484,Bhadreswar,88.33841,22.82449,
2485,Bhagalpur,86.97183,25.24446,
2486,Bhai Pheru,73.95,31.2,
2487,Bhainsdehi,77.63023,21.64491,
2488,Bhairab Bazar,90.9764,24.0524,
2489,Bhaisa,77.96336,19.11285,
2490,Bhakkar,71.06574,31.62525,
2491,Bhalki,77.206,18.04348,
2492,Bhalwal,72.90425,32.27204,
2493,Bhamo,97.23357,24.25256,
2494,Bhan,67.72139,26.55831,
2495,Bhandara,79.64885,21.16817,
2496,Bhandaria,90.06273,22.48898,
2497,Bhander,78.74555,25.73581,
2498,Bhanjanagar,84.58201,19.92719,
2499,Bhanpura,75.7469,24.513,
2500,Bhanpuri,80.93218,21.0919,
2501,Bhanvad,69.78081,21.93053,
2502,Bharatpur,77.49009,27.21731,
2503,Bharatpur,84.43333,27.68333,
2504,Bharthana,79.2218,26.75231,
2505,Bharuch,72.9805,21.69482,
2506,Bharwari,81.49164,25.56078,
2507,Bhasawar,77.04849,27.03895,
2508,Bhatapara,81.94711,21.735,
2509,Bhatkal,74.55531,13.98534,
2510,Bhatpara,88.40113,22.86643,
2511,Bhatpara Abhaynagar,89.43936,23.01472,
2512,Bhattiprolu,80.78074,16.1026,
2513,Bhavani,77.68215,11.44553,
2514,Bhavnagar,72.15331,21.76287,
2515,Bhawana,72.64917,31.56884,
2516,Bhawaniganj,75.83552,24.41582,
2517,Bhawanigarh,76.03854,30.26685,
2518,Bhawanipatna,83.16697,19.90717,
2519,Bhawanipur,87.02744,26.45352,
2520,Bhayandar,72.85107,19.30157,
2521,Bhayavadar,70.24791,21.85523,
2522,Bhera,72.9097,32.48318,
2523,Bheramara,88.99234,24.02452,
2524,Bhikangaon,75.96391,21.86764,
2525,Bhikhi,75.535,30.05918,
2526,Bhilai,81.4285,21.20919,
2527,Bhilwara,74.64081,25.34707,
2528,Bhimavaram,81.52322,16.54078,
2529,Bhimbar,74.07846,32.97465,
2530,Bhimunipatnam,83.45203,17.89017,
2531,Bhind,78.78728,26.56671,
2532,Bhindar,74.18551,24.50235,
2533,Bhinga,81.9343,27.70283,
2534,Bhinmal,72.27141,24.99944,
2535,Bhisho,27.44218,-32.84721,
2536,Bhit Shah,68.49265,25.80437,
2537,Bhitarwar,78.11085,25.79216,
2538,Bhiwadi,76.86056,28.21024,
2539,Bhiwandi,73.05881,19.30023,
2540,Bhiwani,76.13968,28.79304,
2541,Bhogpur,75.64271,31.55442,
2542,Bhola,90.64403,22.68759,
2543,Bhongaon,79.18118,27.25515,
2544,Bhongir,78.88563,17.51544,
2545,Bhopal,77.40289,23.25469,
2546,Bhopalwala,74.3635,32.42968,
2547,Bhor,73.84336,18.14861,
2548,Bhuban,85.83334,20.88197,
2549,Bhubaneshwar,85.83385,20.27241,
2550,Bhudgaon,74.59954,16.90742,
2551,Bhuj,69.66928,23.25397,
2552,Bhum,75.65877,18.45908,
2553,Bhusaval,75.78506,21.04365,
2554,Bhuvanagiri,79.64568,11.44154,
2555,Biancavilla,14.86685,37.64442,
2556,Biankouma,-7.61377,7.73909,
2557,Bianzhuang,118.04472,34.84861,
2558,Biaora,76.91667,23.86667,
2559,Biarritz,-1.55558,43.48012,
2560,Bibai,141.85861,43.32472,
2561,Bibiani,-2.31938,6.46346,
2562,Bibirevo,37.6,55.88333,
2563,Bicester,-1.15357,51.89998,
2564,Bichena,38.2,10.45,
2565,Bida,6.0099,9.08044,
2566,Bidar,77.53011,17.91331,
2567,Bidbid,58.1283,23.40787,
2568,Biddeford,-70.45338,43.49258,
2569,Biddulph,-2.17584,53.11724,
2570,Bideford,-4.20832,51.01678,
2571,Bidhuna,79.50829,26.80172,
2572,Bidur,101.28333,4.11667,
2573,Biel/Bienne,7.24608,47.13713,
2574,Bielany,20.93531,52.29242,
2575,Bielawa,16.623,50.69075,
2576,Bielefeld,8.53333,52.03333,
2577,Biella,8.05796,45.56304,
2578,Bielsk Podlaski,23.18647,52.76512,
2579,Bielsko-Biala,19.04686,49.82245,
2580,Bien Hoa,106.82432,10.94469,
2581,Bierun,19.09291,50.09,
2582,Biesdorf,13.5534,52.50906,
2583,Bietigheim-Bissingen,9.11755,48.94407,
2584,Big Spring,-101.47874,32.2504,
2585,Biga,27.24222,40.22806,
2586,Bigadic,28.13111,39.3925,
2587,Biggleswade,-0.26493,52.08652,
2588,Bignay Uno,121.48792,13.86445,
2589,Bignona,-16.22639,12.81028,
2590,Biguacu,-48.65556,-27.49417,
2591,Bihac,15.87083,44.81694,
2592,Bihar Sharif,85.52389,25.20084,
2593,Biharamulo,31.30889,-2.63194,
2594,Bihariganj,86.98837,25.73415,
2595,Bihoro,144.10444,43.82278,
2596,Bijapur,75.71537,16.82442,
2597,Bijar,47.60506,35.8668,
2598,Bijawar,79.48994,24.62351,
2599,Bijbehara,75.107,33.79378,
2600,Bijeljina,19.21437,44.75874,
2601,Bijelo Polje,19.74758,43.03834,
2602,Bijie,105.28627,27.30193,
2603,Bijnor,78.13636,29.373,
2604,Bikaner,73.31495,28.01762,
2605,Bikin,134.25012,46.81293,
2606,Bikramganj,84.25508,25.21073,
2607,Bila Tserkva,30.11209,49.80939,
2608,Bilajari,49.80566,40.4444,
2609,Bilara,73.7055,26.18067,
2610,Bilari,78.80361,28.62146,
2611,Bilasipara,90.2341,26.23285,
2612,Bilaspur,79.2703,28.88655,
2613,Bilaspur,82.15543,22.08005,
2614,Bilbao,-2.92528,43.26271,
2615,Bilbays,31.56223,30.42039,
2616,Bilderstoeckchen,6.92997,50.96983,
2617,Bilecik,29.97932,40.14192,
2618,Bilgi,75.61804,16.34714,
2619,Bilgram,80.03201,27.17509,
2620,Bilhaur,80.06388,26.84345,
2621,Bilicenii Vechi,28.04734,47.6558,
2622,Bilimora,72.96134,20.76957,
2623,Bilina,13.77535,50.54854,
2624,Bilina Kyselka,13.76667,50.55,
2625,Billerica,-71.26895,42.55843,
2626,Billericay,0.41963,51.62867,
2627,Billingham,-1.29034,54.58881,
2628,Billings,-108.50069,45.78329,
2629,Billiri,11.22624,9.86545,
2630,Bilopillya,34.31287,51.15016,
2631,Biloxi,-88.88531,30.39603,
2632,Bilqas,31.35798,31.21452,
2633,Bilsanda,79.95135,28.24341,
2634,Bilsi,78.9109,28.12941,
2635,Bilthra,83.89148,26.12705,
2636,Bilzen,5.5184,50.87325,
2637,Bim Son,105.86028,20.07806,
2638,Bima,118.72667,-8.46006,
2639,Bimbo,18.41583,4.25671,
2640,Binalbagan,122.8581,10.1948,
2641,Binangonan,121.1929,14.4646,
2642,Binche,4.16469,50.41155,
2643,Bindki,80.57617,26.03613,
2644,Bindura,31.33056,-17.30192,
2645,Bingen am Rhein,7.8992,49.96675,
2646,Bingerville,-3.88537,5.35581,
2647,Binghamton,-75.91797,42.09869,
2648,Bingley,-1.83857,53.84861,
2649,Bingol,40.49389,38.88472,
2650,Binhe,112.8275,32.68833,
2651,Binjai,98.4854,3.6001,
2652,Binka,83.81197,21.02626,
2653,Binmaley,120.26904,16.03232,
2654,Binnish,36.7138,35.95664,
2655,Binonga,122.9817,10.7719,
2656,Bintulu,113.03333,3.16667,
2657,Biny Selo,50.08686,40.45076,
2658,Binzhou,118.01667,37.36667,
2659,Binzhou,127.47986,45.75281,
2660,Bir el Ater,8.06024,34.74488,
2661,Bir el Djir,-0.545,35.72,
2662,Biratnagar,87.27007,26.45505,
2663,Birecik,37.97841,37.02577,
2664,Birendranagar,81.63389,28.60194,
2665,Bireun,96.7009,5.203,
2666,Birganj,84.87735,27.01043,
2667,Birigui,-50.34,-21.28861,
2668,Birine,3.225,35.635,
2669,Biritiba Mirim,-46.03861,-23.5725,
2670,Birjand,59.22114,32.86628,
2671,Birkenhead,-3.01479,53.39337,
2672,Birkhadem,3.05002,36.71499,
2673,Birkirkara,14.46111,35.89722,
2674,Birmingham,-1.89983,52.48142,
2675,Birmingham,-86.80249,33.52066,
2676,Birmingham,-83.21132,42.5467,
2677,Birmitrapur,84.76667,22.4,
2678,Birni N Konni,5.25026,13.79599,
2679,Birnin Kebbi,4.1975,12.45389,
2680,Birnin Kudu,9.47856,11.45207,
2681,Birobidzhan,132.92386,48.79284,
2682,Birpara,89.14547,26.70421,
2683,Birpur,87.01194,26.50823,
2684,Birsk,55.54278,55.42111,
2685,Birur,75.97167,13.59723,
2686,Biryulevo,37.67781,55.58635,
2687,Biryulevo Zapadnoye,37.64282,55.58766,
2688,Bisalpur,79.80472,28.29253,
2689,Bisauli,78.93678,28.30772,
2690,Bisceglie,16.50104,41.24264,
2691,Bischheim,7.75343,48.61612,
2692,Bishkek,74.59,42.87,
2693,Bishnupur,87.31991,23.0738,
2694,Bishoftu,38.97846,8.75225,
2695,Bishop Auckland,-1.67706,54.65554,
2696,Bishopbriggs,-4.21869,55.90669,
2697,Bishops Stortford,0.15868,51.87113,
2698,Bishopstoke,-1.32832,50.96643,
2699,Biskra,5.72805,34.85038,
2700,Bislig,126.31639,8.21528,
2701,Bismarck,-100.78374,46.80833,
2702,Bismil,40.65931,37.84514,
2703,Bissau,-15.59767,11.86357,
2704,Bissau,75.07666,28.24737,
2705,Bistrita,24.50011,47.13316,
2706,Biswan,80.99618,27.49581,
2707,Bitkine,18.2138,11.9801,
2708,Bitlis,42.10784,38.40115,
2709,Bitola,21.33474,41.03143,
2710,Bitonto,16.69086,41.11006,
2711,Bitterfeld-Wolfen,12.32395,51.62355,
2712,Bitung,125.1895,1.45697,
2713,Biu,12.19458,10.61285,
2714,Bixby,-95.88332,35.94204,
2715,Biysk,85.20722,52.53639,
2716,Bizerte,9.87391,37.27442,
2717,Bjelovar,16.84889,45.89861,
2718,Blackburn,-2.48333,53.75,
2719,Blackheath,0.0079,51.4647,
2720,Blackpool,-3.05,53.81667,
2721,Blacksburg,-80.41394,37.22957,
2722,Blacktown,150.91667,-33.76667,
2723,Blackwood,-3.2075,51.66778,
2724,Blagnac,1.39399,43.63276,
2725,Blagodarnyy,43.43639,45.09778,
2726,Blagoevgrad,23.1,42.01667,
2727,Blagoveshchensk,55.97806,55.035,
2728,Blagoveshchensk,127.5405,50.27961,
2729,Blaine,-93.23495,45.1608,
2730,Blainville,-73.88249,45.66678,
2731,Blaj,23.91578,46.17508,
2732,Blanchardstown,-6.37556,53.38806,
2733,Blanes,2.79036,41.67419,
2734,Blankenberge,3.13227,51.31306,
2735,Blankenburg,10.95509,51.79025,
2736,Blanquefort,-0.63663,44.91248,
2737,Blansko,16.64446,49.36304,
2738,Blantyre,35.00854,-15.78499,
2739,Blenheim,173.9528,-41.51603,
2740,Bletchley,-0.73471,51.99334,
2741,Blida,2.8277,36.47004,
2742,Blieskastel,7.25617,49.23724,
2743,Blitar,112.1681,-8.0983,
2744,Bloemfontein,26.214,-29.12107,
2745,Bloemhof,25.60697,-27.64685,
2746,Blois,1.33333,47.58333,
2747,Blomberg,9.09067,51.94331,
2748,Bloomfield,-74.18542,40.80677,
2749,Bloomingdale,-82.24037,27.89364,
2750,Bloomingdale,-88.0809,41.95753,
2751,Bloomington,-86.52639,39.16533,
2752,Bloomington,-88.99369,40.4842,
2753,Bloomington,-93.29828,44.8408,
2754,Bloomington,-117.39588,34.07029,
2755,Blora,111.4186,-6.9698,
2756,Bloxwich,-2.00431,52.61806,
2757,Blue Island,-87.68005,41.65726,
2758,Blue Springs,-94.28161,39.01695,
2759,Bluefields,-83.76353,12.01366,
2760,Bluffton,-80.86039,32.23715,
2761,Blumenau,-49.06611,-26.91944,
2762,Blyth,-1.50856,55.12708,
2763,Blythe,-114.59635,33.6103,
2764,Bo,-11.73833,7.96472,
2765,Bo Phloi,99.51467,14.32517,
2766,Boa Esperanca,-45.56583,-21.09,
2767,Boa Viagem,-39.73222,-5.1275,
2768,Boa Vista,-60.67333,2.81972,
2769,Boaco,-85.6586,12.47224,
2770,Boadilla del Monte,-3.87835,40.405,
2771,Boardman,-80.66285,41.02423,
2772,Bobbili,83.35925,18.57366,
2773,Bobigny,2.45,48.9,
2774,Bobingen,10.8339,48.27091,
2775,Bobo-Dioulasso,-4.2979,11.17715,
2776,Bobrov,40.03333,51.09611,
2777,Boca Chica,-69.6,18.45,
2778,Boca Del Mar,-80.14671,26.34508,
2779,Boca Raton,-80.0831,26.35869,
2780,Boca Suno,-77.14083,-0.69832,
2781,Bocaiuva,-43.815,-17.10778,
2782,Bocaue,120.92611,14.79833,
2783,Bochnia,20.43028,49.96905,
2784,Bocholt,6.61531,51.83879,
2785,Bochum,7.21648,51.48165,
2786,Bochum-Hordel,7.1756,51.50168,
2787,Bocsa,21.70917,45.37333,
2788,Boda,17.46953,4.31887,
2789,Bodaybo,114.19333,57.85056,
2790,Bode Saadu,4.78227,8.939,
2791,Bodegraven,4.75,52.0825,
2792,Boden,21.68864,65.82518,
2793,Bodhan,77.88581,18.66208,
2794,Bodinayakkanur,77.34976,10.01171,
2795,Boditi,37.86667,6.96667,
2796,Bodrum,27.42917,37.03833,
2797,Boende,20.88053,-0.28163,
2798,Bogale,95.39742,16.29415,
2799,Bogatynia,14.95634,50.90747,
2800,Bogdanovich,62.04944,56.78028,
2801,Bogenhausen,11.61585,48.15221,
2802,Boghni,3.95306,36.54222,
2803,Bognor Regis,-0.67978,50.78206,
2804,Bogo,14.60928,10.7336,
2805,Bogo,124.0055,11.0517,
2806,Bogor,106.78917,-6.59444,
2807,Bogoroditsk,38.12408,53.77166,
2808,Bogorodsk,43.51294,56.10513,
2809,Bogorodskoye,37.71617,55.81353,
2810,Bogota,-74.08175,4.60971,
2811,Bogotol,89.53417,56.20778,
2812,Bogovinje,20.91361,41.92361,
2813,Bogra,89.37108,24.85098,
2814,Boguchar,40.545,49.93577,
2815,Boguszow-Gorce,16.20494,50.75514,
2816,Bohicon,2.0667,7.17826,
2817,Bohodukhiv,35.52765,50.16466,
2818,Bohumin,18.35755,49.90411,
2819,Bohuslav,30.8744,49.54939,
2820,Boiro,-8.88459,42.64725,
2821,Bois-Colombes,2.27485,48.91936,
2822,Boisar,72.75598,19.80362,
2823,Boisbriand,-73.83249,45.61678,
2824,Boise,-116.20345,43.6135,
2825,Boissy-Saint-Leger,2.51163,48.75149,
2826,Boituva,-47.67222,-23.28333,
2827,Bojia,111.96806,26.46722,
2828,Bojnurd,57.32903,37.47473,
2829,Bojonegoro,111.8817,-7.1502,
2830,Bokajan,93.77945,26.02131,
2831,Bokaro,85.95622,23.78732,
2832,Boke,-14.29055,10.93217,
2833,Boksburg,28.25958,-26.21197,
2834,Boksitogorsk,33.84853,59.47405,
2835,Boldumsaz,59.67101,42.12824,
2836,Bolgatanga,-0.85139,10.78556,
2837,Bolhrad,28.61487,45.68262,
2838,Boli,130.57211,45.75279,
2839,Bolingbrook,-88.0684,41.69864,
2840,Bollate,9.12054,45.54647,
2841,Bolobo,16.23249,-2.158,
2842,Bologna,11.33875,44.49381,
2843,Bologoye,34.10681,57.8799,
2844,Bolotnoye,84.39806,55.67167,
2845,Bolpur,87.69695,23.66278,
2846,Bolton,-2.43333,53.58333,
2847,Bolu,31.60611,40.73583,
2848,Bolvadin,31.04861,38.71111,
2849,Bolzano,11.33982,46.49067,
2850,Bom Conselho,-36.67972,-9.16972,
2851,Bom Despacho,-45.25222,-19.73639,
2852,Bom Jesus da Lapa,-43.41806,-13.255,
2853,Bom Jesus do Itabapoana,-41.67972,-21.13389,
2854,Bon Air,-77.55777,37.52487,
2855,Bonab,46.0561,37.3404,
2856,Bonao,-70.40923,18.93687,
2857,Bondo,23.68665,3.81461,
2858,Bondoukou,-2.80003,8.0402,
2859,Bondowoso,113.82145,-7.91346,
2860,Bondy,2.48931,48.9018,
2861,Bonen,7.76667,51.6,
2862,Bonga,36.23333,7.28333,
2863,Bongabon,121.1448,15.6321,
2864,Bongaigaon,90.55815,26.47703,
2865,Bongao,119.77306,5.02917,
2866,Bongor,15.37222,10.28056,
2867,Bongouanou,-4.20406,6.65175,
2868,Bonita Springs,-81.7787,26.33981,
2869,Bonn,7.09549,50.73438,
2870,Bonneuil-sur-Marne,2.4793,48.7695,
2871,Bonney Lake,-122.18651,47.17705,
2872,Bonny,7.17074,4.4516,
2873,Bonoua,-3.59625,5.27247,
2874,Bontang,117.4854,0.1324,
2875,Boo,18.28333,59.33333,
2876,Boom,4.3717,51.09242,
2877,Boone,-81.67455,36.21679,
2878,Bootle,-3.01667,53.46667,
2879,Booval,152.78944,-27.61328,
2880,Boppard,7.58992,50.23085,
2881,Bor,22.09591,44.07488,
2882,Bor,44.07477,56.35808,
2883,Bor,31.55861,6.20889,
2884,Bor,34.55889,37.89056,
2885,Boras,12.9401,57.72101,
2886,Borazjan,51.2188,29.2699,
2887,Bordeaux,-0.5805,44.84044,
2888,Bordj Bou Arreridj,4.76108,36.07321,
2889,Bordj el Kiffan,3.19249,36.74871,
2890,Bordj Ghdir,4.89806,35.90111,
2891,Bordj Zemoura,4.85668,36.27462,
2892,Borehamwood,-0.27762,51.65468,
2893,Borgomanero,8.46222,45.69935,
2894,Borisoglebsk,42.08494,51.36713,
2895,Borivli,72.85976,19.23496,
2896,Borken,6.85774,51.84382,
2897,Bormujos,-6.07233,37.37358,
2898,Borna,12.49639,51.12416,
2899,Borne,6.7482,52.30136,
2900,Bornem,4.24364,51.09716,
2901,Bornheim,6.99089,50.76313,
2902,Borodino,94.9079,55.9061,
2903,Borongan,125.43194,11.60806,
2904,Boronia,145.28333,-37.86667,
2905,Boroon,124.17701,8.18278,
2906,Borough Park,-73.99681,40.63399,
2907,Borovichi,33.91546,58.38778,
2908,Borovskiy,65.72018,57.04096,
2909,Borsa,24.66328,47.65527,
2910,Borsad,72.89817,22.40788,
2911,Borssele,3.73472,51.42333,
2912,Borujen,51.2873,31.96523,
2913,Borujerd,48.7516,33.8973,
2914,Boryslav,23.43238,49.28672,
2915,Borzya,116.51667,50.38333,
2916,Bosanska Krupa,16.15139,44.8825,
2917,Bosaso,49.18158,11.28421,
2918,Boscoreale,14.48118,40.77274,
2919,Boshan,117.83333,36.48333,
2920,Boshkengash,68.80533,38.46613,
2921,Boskoop,4.65556,52.075,
2922,Bossangoa,17.45518,6.49263,
2923,Bossier City,-93.73212,32.51599,
2924,Boston,-0.02664,52.97633,
2925,Boston,-71.05977,42.35843,
2926,Bostonia,-116.93642,32.80755,
2927,Botad,71.66671,22.16917,
2928,Botevgrad,23.78333,42.9,
2929,Bothaville,26.61701,-27.3887,
2930,Bothell,-122.2054,47.76232,
2931,Bothell West,-122.24064,47.80527,
2932,Botolan,120.0245,15.2896,
2933,Botosani,26.66667,47.75,
2934,Botou,116.5666,38.06667,
2935,Botshabelo,26.72595,-29.26737,
2936,Bottrop,6.9285,51.52392,
2937,Botucatu,-48.445,-22.88583,
2938,Bou Arfa,2.81464,36.46298,
2939,Bou Hanifia el Hamamat,-0.05037,35.31473,
2940,Bou Ismail,2.69007,36.64262,
2941,Bou Tlelis,-0.8996,35.57272,
2942,Bouafle,-5.7442,6.99041,
2943,Bouake,-5.03031,7.69385,
2944,Bouar,15.59599,5.93404,
2945,Boucherville,-73.43605,45.59104,
2946,Boudjima,4.15187,36.80218,
2947,Boudouaou,3.40995,36.72735,
2948,Boufarik,2.91214,36.57413,
2949,Bougaa,5.08843,36.33293,
2950,Bougado,-8.5518,41.33979,
2951,Bougara,3.081,36.54178,
2952,Bougouni,-7.48323,11.41769,
2953,Bouguenais,-1.62143,47.17762,
2954,Bouinan,2.99194,36.53167,
2955,Bouira,3.902,36.37489,
2956,Boujniba,-6.77464,32.90046,
2957,Boukadir,1.12602,36.06629,
2958,Boulder,-105.27055,40.01499,
2959,Boulder City,-114.83249,35.97859,
2960,Boulogne-Billancourt,2.25,48.83333,
2961,Boulogne-sur-Mer,1.61667,50.71667,
2962,Boulsa,-0.57469,12.66664,
2963,Boumahra Ahmed,7.51389,36.45833,
2964,Boumerdas,3.47717,36.76639,
2965,Bouna,-2.9951,9.26927,
2966,Boundiali,-6.48694,9.52167,
2967,Bountiful,-111.88077,40.88939,
2968,Bourbonnais,-87.88754,41.15376,
2969,Bourg-en-Bresse,5.2258,46.20574,
2970,Bourg-la-Reine,2.31781,48.77888,
2971,Bourg-les-Valence,4.91023,44.95601,
2972,Bourges,2.4,47.08333,
2973,Bourgoin,5.28333,45.58333,
2974,Bourgoin-Jallieu,5.27361,45.58611,
2975,Bournemouth,-1.8795,50.72048,
2976,Bousse,-1.89288,12.6576,
2977,Boussu,3.7944,50.43417,
2978,Bouznika,-7.15968,33.78942,
2979,Bovisio-Masciago,9.15301,45.61019,
2980,Bowie,-76.73028,38.94278,
2981,Bowling Green,-86.4436,36.99032,
2982,Bowling Green,-83.65132,41.37477,
2983,Bowringpet,78.17804,12.99116,
2984,Bowthorpe,1.21885,52.63884,
2985,Boxtel,5.32917,51.59083,
2986,Boyabat,34.76667,41.46889,
2987,Boyarka,30.29728,50.31911,
2988,Boyeros,-82.4017,23.0072,
2989,Boyle Heights,-118.20535,34.0339,
2990,Boynton Beach,-80.06643,26.52535,
2991,Boyolali,110.59583,-7.53306,
2992,Boyolangu,111.8935,-8.1181,
2993,Boysun,67.20664,38.20835,
2994,Bozeman,-111.03856,45.67965,
2995,Bozhou,115.77028,33.87722,
2996,Bozoum,16.37992,6.31933,
2997,Bozova,38.52667,37.3625,
2998,Bozuyuk,30.03667,39.90778,
2999,Bozyazi,32.96113,36.1082,
3000,Bra,7.85128,44.69776,
3001,Bracken Ridge,153.03097,-27.3171,
3002,Brackenheim,9.06601,49.07787,
3003,Bracknell,-0.75054,51.41363,
3004,Braco do Norte,-49.16556,-28.275,
3005,Brad,22.78333,46.13333,
3006,Bradenton,-82.57482,27.49893,
3007,Brades,-62.21058,16.79183,
3008,Bradford,-1.75206,53.79391,
3009,Bradley,-87.86115,41.14198,
3010,Braga,-8.42005,41.55032,
3011,Braganca,-46.76556,-1.05361,
3012,Braganca,-6.75719,41.80582,
3013,Braganca Paulista,-46.54418,-22.9527,
3014,Brahmapur,84.7929,19.31151,
3015,Braila,27.98333,45.26667,
3016,Braine-l'Alleud,4.36784,50.68363,
3017,Braine-le-Comte,4.14658,50.60979,
3018,Braintree,0.55292,51.87819,
3019,Braintree,-70.99949,42.22232,
3020,Brajarajnagar,83.91667,21.81667,
3021,Brak,14.27139,27.54956,
3022,Brake (Unterweser),8.48333,53.33333,
3023,Brakel,9.18596,51.7175,
3024,Brakpan,28.36938,-26.23656,
3025,Bramhall,-2.16539,53.35801,
3026,Brampton,-79.76633,43.68341,
3027,Bramsche,7.97288,52.40881,
3028,Brandenburg an der Havel,12.55,52.41667,
3029,Brandon,-99.95306,49.84692,
3030,Brandon,-82.28592,27.9378,
3031,Brandon,-89.98592,32.2732,
3032,Brandys nad Labem-Stara Boleslav,14.66326,50.18709,
3033,Branford,-72.8151,41.27954,
3034,Braniewo,19.81959,54.37971,
3035,Branik,14.41518,50.03498,
3036,Brant,-80.34967,43.1334,
3037,Brantford,-80.26636,43.1334,
3038,Brasilia,-47.92972,-15.77972,
3039,Brasov,25.60613,45.64861,
3040,Brasschaat,4.49182,51.2912,
3041,Brateyevo,37.76438,55.63755,
3042,Bratislava,17.10674,48.14816,
3043,Bratsk,101.61417,56.1325,
3044,Braunau am Inn,13.04343,48.25628,
3045,Braunschweig,10.52673,52.26594,
3046,Brawley,-115.53027,32.97866,
3047,Brazzaville,15.28318,-4.26613,
3048,Brcko,18.81012,44.86995,
3049,Brea,-117.90006,33.91668,
3050,Breaza,25.66667,45.18333,
3051,Brecht,4.63829,51.35024,
3052,Breclav,16.88203,48.75897,
3053,Breda,4.77596,51.58656,
3054,Bredbury,-2.11667,53.41667,
3055,Bregenz,9.7471,47.50311,
3056,Brejo da Madre de Deus,-36.37111,-8.14583,
3057,Brejo Santo,-38.98722,-7.49333,
3058,Bremen,8.80777,53.07516,
3059,Bremerhaven,8.57673,53.55021,
3060,Bremerton,-122.63264,47.56732,
3061,Brenham,-96.39774,30.16688,
3062,Brent,-87.23608,30.46881,
3063,Brentwood,0.30556,51.62127,
3064,Brentwood,-86.78278,36.03312,
3065,Brentwood,-73.24623,40.78121,
3066,Brentwood,-121.69579,37.93187,
3067,Brentwood Estates,-86.77917,36.02506,
3068,Brescia,10.21472,45.53558,
3069,Bressanone,11.65598,46.71503,
3070,Bresso,9.18921,45.53792,
3071,Bressuire,-0.48333,46.85,
3072,Brest,23.68775,52.09755,
3073,Brest,-4.48333,48.4,
3074,Bretigny-sur-Orge,2.30593,48.61135,
3075,Bretten,8.70745,49.03685,
3076,Breves,-50.48028,-1.68222,
3077,Brezina,1.26082,33.09892,
3078,Brezno,19.63631,48.80431,
3079,Bria,21.98633,6.54233,
3080,Bridgend,-3.57722,51.50583,
3081,Bridgeport,-73.20483,41.16704,
3082,Bridgeton,-75.23408,39.42734,
3083,Bridgetown,-59.62021,13.10732,
3084,Bridgeview,-87.80422,41.75003,
3085,Bridgewater,-74.64815,40.60079,
3086,Bridgwater,-3.00356,51.12837,
3087,Bridlington,-0.19192,54.08306,
3088,Brie-Comte-Robert,2.6109,48.69247,
3089,Brierley Hill,-2.12139,52.48173,
3090,Brigham City,-112.0155,41.51021,
3091,Brighouse,-1.78428,53.70322,
3092,Brighton,-0.13947,50.82838,
3093,Brighton,-77.55055,43.14756,
3094,Brighton,-104.82053,39.98526,
3095,Brighton Beach,-73.95958,40.57788,
3096,Brighton East,145.01734,-37.90232,
3097,Brignoles,6.06667,43.4,
3098,Brikama,-16.64944,13.27136,
3099,Brilon,8.57146,51.39462,
3100,Brindisi,17.93607,40.63215,
3101,Brisbane,153.02809,-27.46794,
3102,Bristol,-2.59665,51.45523,
3103,Bristol,-82.18874,36.59511,
3104,Bristol,-82.18847,36.59649,
3105,Bristol,-71.26616,41.67705,
3106,Bristol,-72.94927,41.67176,
3107,Briton Ferry,-3.81898,51.63106,
3108,Brits,27.78022,-25.63473,
3109,Britz,13.43388,52.44293,
3110,Brive-la-Gaillarde,1.53333,45.15,
3111,Brixham,-3.51585,50.39431,
3112,Brixton,-0.10652,51.46593,
3113,Brno,16.60796,49.19522,
3114,Broad Ripple,-86.14165,39.86671,
3115,Broadstairs,1.43938,51.35908,
3116,Broadview Heights,-81.68513,41.31394,
3117,Brockton,-71.01838,42.08343,
3118,Brockville,-75.68705,44.59132,
3119,Brodnica,19.39653,53.25967,
3120,Brodosqui,-47.65861,-20.99139,
3121,Brody,25.15027,50.08791,
3122,Broken Arrow,-95.79082,36.0526,
3123,Broken Hill,141.4512,-31.9652,
3124,Bromma,17.94,59.34,
3125,Bromsgrove,-2.05983,52.33574,
3126,Bron,4.91667,45.73333,
3127,Bronkhorstspruit,28.74248,-25.81015,
3128,Bronnitsy,38.26188,55.42112,
3129,Bronte,14.83377,37.78863,
3130,Brook Park,-81.80458,41.39838,
3131,Brookfield,-87.85173,41.82392,
3132,Brookfield,-88.10648,43.06057,
3133,Brookhaven,-84.3402,33.85844,
3134,Brookings,-96.79839,44.31136,
3135,Brookline,-71.12116,42.33176,
3136,Brooklyn,-73.94958,40.6501,
3137,Brooklyn Center,-93.33273,45.07608,
3138,Brooklyn Park,-93.35634,45.09413,
3139,Broomfield,-105.08665,39.92054,
3140,Brossard,-73.46583,45.45008,
3141,Brotas,-48.12667,-22.28417,
3142,Brovary,30.80671,50.51809,
3143,Brownhills,-1.93333,52.63333,
3144,Brownsburg,-86.39777,39.84338,
3145,Brownsville,-80.24116,25.82176,
3146,Brownsville,-97.49748,25.90175,
3147,Brownsville,-73.92014,40.66094,
3148,Brownwood,-98.99116,31.70932,
3149,Bruay-la-Buissiere,2.55,50.48333,
3150,Bruchsal,8.59804,49.12426,
3151,Bruckmuhl,11.91098,47.87859,
